customer_key,customer_code,geography_key,customer_name,education,occupation
3382,14381,198,"Cooper, Alexa",Bachelors,Management
3383,14382,45,"Blanco, Darren",Bachelors,Management
3384,14383,57,"Ferrier, Marvin",Bachelors,Management
3385,14384,277,"Miller, Rachel",Bachelors,Management
3386,14385,200,"Hall, Maria",Bachelors,Management
3387,14386,63,"Wood, Marissa",Bachelors,Management
3389,14388,73,"Rogers, Kaylee",Bachelors,Management
3390,14389,60,"Harris, Ryan",Bachelors,Management
3391,14390,84,"Kumar, Logan",Bachelors,Management
3392,14391,277,"Long, Jason",Bachelors,Management
3393,14392,286,"Jackson, Justin",Bachelors,Management
3394,14393,198,"Perez, José",Bachelors,Management
3395,14394,255,"Rodriguez, Jacob",Bachelors,Management
3396,14395,64,"Reed, Devin",Bachelors,Management
3397,14396,271,"Sanchez, Zoe",Partial College,Professional
3398,14397,272,"Edwards, Sierra",Partial College,Professional
3399,14398,279,"Anderson, James",Partial College,Professional
3400,14399,80,"Peterson, Jeremy",Bachelors,Management
3401,14400,81,"Brown, Brandon",Bachelors,Management
3402,14401,204,"Kumar, Jose",Partial College,Professional
3403,14402,281,"Parker, Hailey",Partial College,Professional
3404,14403,44,"Russell, Angelica",Partial College,Professional
3405,14404,253,"Davis, Rachel",Partial College,Professional
3406,14405,255,"Walker, Dylan",Partial College,Professional
3407,14406,45,"Schmidt, Carrie",Partial College,Professional
3408,14407,58,"Bryant, Thomas",Partial College,Professional
3409,14408,73,"Cook, Jasmine",Partial College,Professional
3410,14409,73,"Wang, Eric",Partial College,Professional
3411,14410,74,"Brooks, Arianna",Partial College,Professional
3412,14411,199,"Johnson, Ashley",High School,Professional
3413,14412,200,"Blue, Nicole",High School,Professional
3414,14413,53,"Patterson, Rachel",Partial College,Professional
3416,14415,70,"Davis, William",Partial College,Professional
3418,14417,255,"Lu, Ernest",High School,Professional
3419,14418,199,"Young, Rebecca",High School,Professional
3420,14419,202,"Ward, Abigail",Partial College,Professional
3421,14420,268,"Wright, Chloe",Partial College,Professional
3422,14421,206,"Barnes, Hannah",Partial College,Professional
3423,14422,6,"Lu, Cara",Bachelors,Management
3426,14425,24,"Carlson, Victor",High School,Professional
3427,14426,7,"Hughes, Madison",Partial College,Professional
3429,14428,11,"Andersen, Cassie",Partial College,Professional
3431,14430,276,"Jones, Sydney",Partial College,Professional
3432,14431,46,"Moore, Kayla",Partial College,Professional
3433,14432,272,"Russell, Antonio",Graduate Degree,Management
3434,14433,57,"Peterson, Jennifer",Graduate Degree,Management
3435,14434,59,"Hill, Sophia",Graduate Degree,Management
3436,14435,66,"Wilson, Jennifer",Graduate Degree,Management
3438,14437,196,"Anand, Mitchell",Partial College,Professional
3442,14441,44,"Lewis, William",Bachelors,Management
3443,14442,68,"Peterson, Shelby",Partial College,Professional
3444,14443,72,"Wilson, Benjamin",Graduate Degree,Management
3445,14444,72,"Sanders, Patrick",Graduate Degree,Management
3446,14445,77,"Henderson, Benjamin",Graduate Degree,Management
3451,14450,65,"Butler, Kevin",Graduate Degree,Management
3452,14451,67,"Moore, Tyler",Graduate Degree,Management
3458,14457,66,"White, Thomas",Partial College,Professional
3463,14462,46,"Sanz, Beth",Bachelors,Management
3464,14463,58,"Patterson, Julia",Partial College,Professional
3465,14464,79,"Price, Elizabeth",Bachelors,Management
3471,14470,72,"Robinson, Jeremy",Bachelors,Management
3472,14471,79,"Gonzalez, Gabriel",Bachelors,Management
3473,14472,82,"Diaz, Natalie",Bachelors,Management
3474,14473,83,"King, Miguel",Bachelors,Management
3480,14479,88,"Smith, Samantha",Graduate Degree,Management
3484,14483,199,"Henderson, Nicole",High School,Professional
3485,14484,73,"Hall, Samantha",Bachelors,Management
3486,14485,78,"Stewart, Bailey",Partial College,Professional
3487,14486,83,"Coleman, Jonathan",Graduate Degree,Management
3488,14487,79,"Hall, Seth",Partial High School,Skilled Manual
3489,14488,45,"Hughes, Connor",High School,Professional
3490,14489,63,"Wang, Jason",Graduate Degree,Management
3491,14490,58,"Butler, Aidan",Graduate Degree,Management
3492,14491,80,"Bailey, Isaac",Graduate Degree,Management
3493,14492,275,"Patterson, Justin",Graduate Degree,Management
3494,14493,86,"Parker, Sara",Graduate Degree,Management
3495,14494,204,"Diaz, Cameron",Graduate Degree,Management
3496,14495,64,"Diaz, Nathan",Partial College,Professional
3499,14498,53,"Luo, Katie",Graduate Degree,Management
3500,14499,60,"Flores, Samuel",Graduate Degree,Management
3501,14500,86,"Ward, Jasmine",Bachelors,Management
3502,14501,46,"Prasad, Ruben",Graduate Degree,Management
3504,14503,284,"Alexander, Brianna",Bachelors,Management
3506,14505,46,"Edwards, Alex",Bachelors,Management
3507,14506,196,"Suarez, Stacy",Bachelors,Management
3508,14507,88,"Wright, Eric",Graduate Degree,Management
3509,14508,74,"Hall, Madison",Graduate Degree,Management
3510,14509,196,"Deng, Bridget",Partial College,Skilled Manual
3511,14510,262,"Hernandez, Samuel",Bachelors,Management
3512,14511,265,"Rogers, Danielle",Bachelors,Management
3513,14512,273,"Jones, Christopher",Bachelors,Management
3514,14513,48,"Turner, Alexandra",Graduate Degree,Management
3515,14514,45,"Jones, Rachel",Partial College,Skilled Manual
3516,14515,68,"Cooper, Anna",Partial College,Skilled Manual
3520,14519,196,"Rana, Denise",Partial College,Skilled Manual
3521,14520,257,"Xu, Bonnie",Partial College,Skilled Manual
3527,14526,14,"Hall, Emily",Graduate Degree,Manual
3528,14527,16,"Raji, Kurt",Graduate Degree,Manual
3529,14528,17,"Ramos, Casey",Graduate Degree,Manual
3538,14537,12,"Cai, Clayton",Graduate Degree,Clerical
3542,14541,29,"Kapoor, Douglas",Graduate Degree,Clerical
3544,14543,10,"Lu, Heather",Partial College,Manual
3550,14549,12,"Goel, Arturo",Partial College,Manual
3552,14551,39,"Vance, Michele",Bachelors,Clerical
3559,14558,286,"Truempy, Marcel",Bachelors,Skilled Manual
3560,14559,70,"Washington, Ashley",Bachelors,Skilled Manual
3561,14560,44,"Huang, Kelvin",Bachelors,Skilled Manual
3563,14562,57,"Stewart, Bryce",Bachelors,Skilled Manual
3564,14563,271,"Carter, Fernando",Bachelors,Skilled Manual
3565,14564,80,"Bailey, Chloe",Bachelors,Skilled Manual
3566,14565,73,"Hernandez, Natalie",Bachelors,Skilled Manual
3569,14568,196,"Kumar, Priscilla",Graduate Degree,Professional
3570,14569,255,"Rodriguez, Kristopher",Graduate Degree,Professional
3571,14570,286,"Henderson, Hannah",Graduate Degree,Professional
3572,14571,44,"Richardson, Rachel",Graduate Degree,Professional
3573,14572,69,"Foster, Melanie",Graduate Degree,Professional
3577,14576,275,"Price, Anna",Bachelors,Skilled Manual
3578,14577,198,"Rogers, Natalie",Bachelors,Skilled Manual
3580,14579,199,"Henderson, Luis",Bachelors,Skilled Manual
3581,14580,75,"Diaz, Kyle",Bachelors,Professional
3582,14581,203,"Adams, Kevin",Bachelors,Professional
3584,14583,199,"Morris, Sydney",Graduate Degree,Professional
3585,14584,87,"Mitchell, Gabrielle",Graduate Degree,Professional
3586,14585,88,"Torres, Kimberly",Graduate Degree,Professional
3588,14587,200,"Peterson, Jade",Bachelors,Skilled Manual
3589,14588,275,"Taylor, Alexander",Bachelors,Skilled Manual
3590,14589,78,"Cook, Mackenzie",Bachelors,Skilled Manual
3591,14590,57,"Butler, Marissa",Bachelors,Skilled Manual
3592,14591,68,"Harris, Charles",Graduate Degree,Professional
3593,14592,284,"Thompson, Jessica",Graduate Degree,Professional
3594,14593,87,"Washington, Jack",Graduate Degree,Professional
3595,14594,87,"Taylor, Lauren",Graduate Degree,Professional
3596,14595,63,"Ward, Andrea",Graduate Degree,Professional
3597,14596,64,"Hill, Amber",Graduate Degree,Professional
3600,14599,200,"Wilson, Charles",Graduate Degree,Professional
3601,14600,272,"Ramirez, Ariana",Graduate Degree,Professional
3602,14601,57,"Rai, Nicolas",Graduate Degree,Professional
3608,14607,199,"Nelson, Isaiah",Bachelors,Skilled Manual
3609,14608,257,"Gao, Warren",Bachelors,Skilled Manual
3610,14609,73,"Phillips, Julia",Bachelors,Skilled Manual
3611,14610,262,"Jenkins, Lauren",Bachelors,Skilled Manual
3613,14612,46,"Zhang, Ernest",Bachelors,Professional
3614,14613,257,"Huang, Glenn",Bachelors,Professional
3615,14614,56,"Bryant, Dylan",Bachelors,Professional
3616,14615,57,"Dominguez, Audrey",Bachelors,Professional
3617,14616,57,"Sandberg, Emma",Bachelors,Professional
3618,14617,261,"Flores, Aaron",Bachelors,Professional
3619,14618,265,"Baker, Gabrielle",Graduate Degree,Professional
3620,14619,265,"Sanders, Nathaniel",Graduate Degree,Professional
3621,14620,75,"Patterson, Kayla",Graduate Degree,Professional
3622,14621,201,"Morris, Chloe",Bachelors,Professional
3623,14622,58,"Patterson, Brandon",Partial College,Skilled Manual
3624,14623,80,"Li, Benjamin",Partial College,Skilled Manual
3625,14624,265,"Thomas, Anna",Partial College,Skilled Manual
3626,14625,269,"Simmons, Benjamin",Partial College,Skilled Manual
3628,14627,79,"Hill, Isaiah",Partial College,Skilled Manual
3629,14628,200,"Brooks, Carlos",Partial College,Skilled Manual
3630,14629,258,"Hernandez, Blake",Partial College,Skilled Manual
3631,14630,65,"James, Isaiah",Partial College,Skilled Manual
3640,14639,60,"Howard, Jeremiah",Partial College,Skilled Manual
3643,14642,196,"Zeng, Jeffery",Partial College,Skilled Manual
3644,14643,262,"Simmons, Eric",Partial College,Skilled Manual
3645,14644,200,"Lee, Jennifer",Partial College,Skilled Manual
3646,14645,64,"Kelly, Isaac",Graduate Degree,Professional
3647,14646,72,"Garcia, Dylan",Graduate Degree,Professional
3648,14647,75,"Howard, Sean",Graduate Degree,Professional
3649,14648,73,"Evans, Eric",Graduate Degree,Professional
3689,14688,13,"Carlson, Tabitha",Partial High School,Manual
3691,14690,7,"Rai, Drew",Partial High School,Manual
3696,14695,19,"Andersen, Russell",Partial High School,Manual
3697,14696,26,"Anand, Shawn",Partial High School,Manual
3699,14698,15,"Navarro, Diane",Bachelors,Skilled Manual
3700,14699,10,"Munoz, Gerald",Bachelors,Skilled Manual
3704,14703,12,"Srini, Clifford",High School,Manual
3708,14707,12,"Raje, Tonya",Partial High School,Manual
3710,14709,34,"Martin, Ian",High School,Manual
3711,14710,13,"Ma, Lisa",High School,Manual
3712,14711,30,"Xu, Deborah",High School,Manual
3714,14713,18,"Ye, Jon",Partial College,Clerical
3716,14715,17,"Munoz, Erik",Partial College,Clerical
3719,14718,23,"Raji, Gregory",Partial College,Clerical
3731,14730,44,"Ferrier, Jerry",High School,Manual
3732,14731,48,"Brown, Seth",Bachelors,Skilled Manual
3733,14732,271,"Cook, Trinity",Bachelors,Skilled Manual
3734,14733,45,"Raji, Clarence",Bachelors,Skilled Manual
3735,14734,198,"Edwards, Kevin",Bachelors,Skilled Manual
3736,14735,202,"Rogers, Maria",Partial College,Clerical
3737,14736,196,"Roberts, Jack",Partial High School,Manual
3738,14737,255,"Srini, Dominic",Partial High School,Clerical
3739,14738,64,"Garcia, Ethan",Partial College,Clerical
3740,14739,66,"Gonzalez, Charles",Partial College,Clerical
3741,14740,67,"Scott, Jenna",Partial College,Clerical
3742,14741,87,"Cooper, Emma",Partial College,Clerical
3743,14742,69,"Howard, Andrea",Partial College,Clerical
3744,14743,277,"Turner, Nathan",Partial College,Clerical
3745,14744,258,"Yang, Elijah",Partial College,Clerical
3747,14746,86,"Nelson, Courtney",Partial College,Clerical
3748,14747,66,"Wood, Aidan",Partial College,Clerical
3749,14748,65,"Roessler, Don",Partial College,Clerical
3750,14749,47,"Jenkins, Jose",Partial College,Clerical
3751,14750,75,"Green, Mary",Partial College,Clerical
3752,14751,286,"Price, Gabrielle",Partial College,Clerical
3753,14752,46,"Turner, Seth",Partial College,Clerical
3754,14753,198,"Foster, Austin",Partial College,Clerical
3755,14754,255,"Pal, Grant",Partial College,Clerical
3756,14755,48,"Davis, Robert",Partial College,Clerical
3757,14756,66,"Reed, Charles",Partial College,Clerical
3758,14757,82,"Garcia, Elizabeth",Partial College,Clerical
3759,14758,63,"Long, Victoria",Graduate Degree,Skilled Manual
3760,14759,83,"Davis, Madison",Graduate Degree,Skilled Manual
3762,14761,82,"Kelly, Morgan",Graduate Degree,Skilled Manual
3763,14762,46,"Perez, Adriana",Graduate Degree,Skilled Manual
3764,14763,196,"Arun, George",Graduate Degree,Skilled Manual
3765,14764,74,"Scott, Xavier",Graduate Degree,Skilled Manual
3768,14767,20,"Blanco, Stacy",Partial College,Manual
3769,14768,34,"Kelly, Ian",Partial College,Manual
3770,14769,30,"Powell, Jessica",Bachelors,Clerical
3773,14772,15,"Torres, Stacy",Bachelors,Clerical
3775,14774,22,"Ferrier, Max",Graduate Degree,Clerical
3776,14775,13,"Xie, Bonnie",Graduate Degree,Clerical
3782,14781,31,"Butler, Robert",Partial College,Manual
3783,14782,30,"Lewis, Michael",Partial College,Manual
3787,14786,7,"Jenkins, Tristan",Bachelors,Clerical
3790,14789,28,"Zhang, Rosa",High School,Manual
3796,14795,24,"Gao, Crystal",Bachelors,Skilled Manual
3798,14797,17,"Gao, Steve",Partial High School,Manual
3801,14800,31,"Arthur, Abby",Bachelors,Skilled Manual
3802,14801,15,"Simmons, Riley",Partial High School,Manual
3804,14803,13,"Martin, Stacy",High School,Manual
3806,14805,18,"Garcia, Kari",Partial High School,Manual
3812,14811,38,"Sanchez, Molly",Bachelors,Professional
3820,14819,36,"Ruiz, Dana",Partial College,Clerical
3823,14822,14,"Martin, Jessica",Partial College,Clerical
3824,14823,14,"Harrison, Nelson",Partial College,Clerical
3825,14824,7,"Baker, Miguel",Partial College,Clerical
3826,14825,28,"Alonso, Rebekah",High School,Manual
3828,14827,33,"Xu, Ernest",Partial College,Clerical
3829,14828,6,"Muñoz, Hector",Partial College,Clerical
3831,14830,34,"Ward, Isabella",Bachelors,Skilled Manual
3835,14834,16,"Jimenez, Ebony",Partial College,Clerical
3836,14835,30,"Saunders, Melody",Partial College,Clerical
3838,14837,25,"Li, Dennis",Partial College,Clerical
3839,14838,9,"Alvarez, Darren",Partial College,Clerical
3842,14841,29,"Pal, Franklin",Partial High School,Manual
3843,14842,7,"Kim, Meagan",High School,Manual
3845,14844,15,"Miller, Blake",Partial High School,Manual
3850,14849,22,"Martin, Dwayne",Partial College,Clerical
3853,14852,68,"Gonzalez, Adam",Partial College,Skilled Manual
3857,14856,196,"Carlson, Kari",Partial High School,Clerical
3867,14866,31,"Peterson, Hailey",Partial College,Clerical
3869,14868,87,"Morgan, Ariana",Partial College,Clerical
3870,14869,205,"Bryant, Jennifer",Partial College,Clerical
3871,14870,44,"Ortega, Brandi",Partial College,Clerical
3873,14872,204,"Clark, Fernando",Graduate Degree,Skilled Manual
3874,14873,69,"Long, Fernando",Graduate Degree,Skilled Manual
3877,14876,47,"Anderson, Nathan",Graduate Degree,Skilled Manual
3879,14878,271,"Murphy, Marcus",Graduate Degree,Skilled Manual
3880,14879,45,"Richardson, Andrea",Graduate Degree,Skilled Manual
3881,14880,85,"Ross, Jessica",Bachelors,Skilled Manual
3882,14881,257,"Griffin, Eric",Bachelors,Skilled Manual
3883,14882,45,"Nara, Kathryn",Bachelors,Skilled Manual
3884,14883,68,"Barnes, Gabrielle",Bachelors,Skilled Manual
3885,14884,53,"Torres, Kristi",Bachelors,Skilled Manual
3888,14887,277,"Wilson, Lauren",High School,Clerical
3889,14888,286,"Russell, Jasmine",High School,Clerical
3890,14889,48,"Kumar, Drew",High School,Clerical
3891,14890,60,"Adams, Wyatt",High School,Clerical
3892,14891,78,"Hayes, Kyle",Partial College,Clerical
3893,14892,77,"Sanders, Savannah",Partial College,Clerical
3895,14894,199,"Baker, James",Partial College,Clerical
3896,14895,86,"Hernandez, Connor",Partial College,Clerical
3897,14896,68,"Flores, Alexia",Partial College,Clerical
3899,14898,268,"Edwards, Katelyn",Partial College,Clerical
3900,14899,48,"Dominguez, Rodney",Partial College,Clerical
3902,14901,73,"Richardson, Katherine",Partial College,Clerical
3903,14902,44,"Diaz, Arianna",Partial College,Clerical
3904,14903,82,"Morgan, Amanda",Partial College,Clerical
3922,14921,82,"Watson, Sara",Graduate Degree,Skilled Manual
3923,14922,281,"Perry, Paige",Graduate Degree,Skilled Manual
3928,14927,12,"Martinez, Chelsea",Bachelors,Clerical
3934,14933,26,"Patel, Ronald",Partial College,Manual
3936,14935,9,"Liang, Rafael",Bachelors,Clerical
3940,14939,26,"Kapoor, Cory",Bachelors,Clerical
3941,14940,30,"Rana, Carmen",Bachelors,Clerical
3944,14943,6,"Pal, Lindsay",Bachelors,Clerical
3946,14945,14,"Lewis, Samantha",Partial High School,Manual
3952,14951,17,"Rai, Katie",Bachelors,Skilled Manual
3953,14952,15,"Srini, Holly",Bachelors,Skilled Manual
3957,14956,13,"Romero, Krista",High School,Manual
3962,14961,10,"Yang, Jaclyn",Bachelors,Skilled Manual
3968,14967,12,"Xu, Bridget",Partial College,Clerical
3970,14969,36,"Vazquez, Julio",Partial College,Clerical
3973,14972,29,"Deng, Cristina",Partial College,Clerical
3974,14973,34,"Jai, Alicia",Partial College,Clerical
3979,14978,10,"Ortega, Jamie",Partial College,Clerical
3980,14979,10,"Serrano, Rodney",Partial College,Clerical
3981,14980,35,"Garcia, Michele",Partial College,Clerical
3991,14990,38,"Ramos, Nelson",Partial College,Clerical
3997,14996,12,"Gill, Ross",Partial College,Clerical
3998,14997,31,"Cooper, Angel",Partial College,Clerical
4001,15000,35,"Zhou, Kelli",Partial High School,Manual
4002,15001,12,"Lu, Autumn",Partial High School,Manual
4006,15005,70,"Cooper, Adrian",Partial College,Skilled Manual
4007,15006,87,"Jackson, Grace",Partial College,Skilled Manual
4010,15009,274,"Patterson, Chloe",Partial College,Skilled Manual
4011,15010,45,"Suri, Cory",Partial College,Skilled Manual
4018,15017,71,"Ramirez, Amanda",Partial College,Skilled Manual
4050,15049,23,"Dominguez, Frank",High School,Manual
4051,15050,30,"Miller, Joshua",Partial College,Manual
4055,15054,10,"Anand, Roger",Partial College,Manual
4056,15055,34,"Torres, Patrick",Partial College,Manual
4064,15063,23,"Malhotra, Kari",Bachelors,Clerical
4066,15065,12,"Gao, Alejandro",High School,Manual
4069,15068,30,"Barnes, Jessica",Partial College,Manual
4070,15069,32,"Lal, Noah",Partial College,Manual
4074,15073,12,"Chander, Tasha",Bachelors,Clerical
4075,15074,29,"Perry, Elizabeth",Bachelors,Clerical
4077,15076,32,"Ramos, Sheila",Partial College,Manual
4085,15084,16,"Serrano, Adrienne",Graduate Degree,Clerical
4091,15090,23,"Mehta, Troy",High School,Manual
4092,15091,25,"Madan, Jermaine",Partial College,Manual
4093,15092,31,"Morris, Adrian",Partial College,Professional
4097,15096,19,"Schare, Gary",Bachelors,Management
4101,15100,29,"Chandra, Brenda",Bachelors,Management
4102,15101,32,"Shan, Shawn",Bachelors,Management
4106,15105,12,"Rana, Tina",High School,Professional
4111,15110,13,"Prasad, Janelle",Partial College,Professional
4114,15113,14,"Smith, Robert",High School,Professional
4115,15114,6,"Munoz, Erika",Partial College,Professional
4117,15116,16,"Ramirez, Mackenzie",Partial College,Management
4118,15117,24,"Dominguez, Dana",Partial College,Management
4167,15166,57,"Goel, Nina",Bachelors,Management
4168,15167,261,"Hernandez, Sara",Bachelors,Management
4174,15173,198,"Henderson, Miguel",Partial College,Skilled Manual
4175,15174,48,"Rogers, Trinity",High School,Skilled Manual
4194,15193,56,"King, Samuel",Bachelors,Management
4195,15194,56,"Suarez, Erik",Bachelors,Management
4196,15195,57,"Huang, Edwin",Bachelors,Management
4197,15196,59,"Reed, Isaiah",Bachelors,Management
4244,15243,200,"Harris, Lauren",High School,Skilled Manual
4246,15245,84,"Ross, Eduardo",High School,Skilled Manual
4247,15246,80,"Watson, Kaitlyn",High School,Skilled Manual
4249,15248,258,"Harris, Richard",High School,Skilled Manual
4250,15249,76,"Anderson, Abigail",High School,Skilled Manual
4251,15250,68,"Scott, Jose",High School,Skilled Manual
4253,15252,203,"Murphy, Jada",High School,Skilled Manual
4255,15254,126,"Chapman, Carla",High School,Skilled Manual
4256,15255,79,"Collins, Evan",High School,Skilled Manual
4257,15256,58,"Ramirez, Dalton",High School,Skilled Manual
4258,15257,257,"Anderson, Matthew",High School,Skilled Manual
4259,15258,253,"Reed, Chloe",High School,Skilled Manual
4260,15259,47,"Zhu, Franklin",Partial High School,Clerical
4261,15260,53,"Torres, Kathleen",Partial High School,Clerical
4270,15269,262,"King, Chloe",High School,Skilled Manual
4271,15270,271,"Cox, Ariana",High School,Skilled Manual
4272,15271,276,"Yang, Samuel",High School,Skilled Manual
4273,15272,281,"Gonzales, Kyle",High School,Skilled Manual
4274,15273,69,"Alexander, Brandon",Partial College,Skilled Manual
4275,15274,70,"Johnson, Alexander",Partial College,Skilled Manual
4276,15275,84,"Collins, Eric",Partial College,Skilled Manual
4277,15276,61,"Hall, Megan",Partial College,Skilled Manual
4278,15277,70,"Griffin, Hailey",Partial College,Skilled Manual
4279,15278,79,"Russell, Brandon",Partial College,Skilled Manual
4280,15279,81,"Lee, Hunter",Partial College,Skilled Manual
4281,15280,79,"Griffin, Mya",Bachelors,Management
4282,15281,45,"Anderson, Hunter",Graduate Degree,Management
4283,15282,80,"Thomas, Elizabeth",Bachelors,Management
4285,15284,56,"Prasad, Jay",Graduate Degree,Skilled Manual
4286,15285,53,"Rodriguez, Olivia",Graduate Degree,Skilled Manual
4287,15286,202,"Nelson, Thomas",Graduate Degree,Skilled Manual
4288,15287,279,"Baker, Stephanie",Graduate Degree,Skilled Manual
4289,15288,53,"Perry, Logan",Graduate Degree,Skilled Manual
4290,15289,64,"Gray, Katelyn",Graduate Degree,Skilled Manual
4291,15290,286,"Thompson, Edward",Graduate Degree,Skilled Manual
4293,15292,206,"Bailey, Megan",Graduate Degree,Skilled Manual
4294,15293,199,"Watson, Mason",Graduate Degree,Skilled Manual
4295,15294,275,"Robinson, Michael",Graduate Degree,Skilled Manual
4296,15295,46,"Shan, Louis",Graduate Degree,Skilled Manual
4297,15296,88,"Peterson, Chloe",Graduate Degree,Skilled Manual
4298,15297,261,"Bryant, Nicole",Graduate Degree,Skilled Manual
4299,15298,258,"Chandra, Joe",Bachelors,Skilled Manual
4300,15299,200,"Lopez, Charles",Bachelors,Skilled Manual
4301,15300,272,"Butler, Seth",Graduate Degree,Skilled Manual
4302,15301,56,"Guo, Amy",Graduate Degree,Professional
4303,15302,72,"Thomas, Brianna",Graduate Degree,Professional
4304,15303,72,"Patterson, Haley",Bachelors,Management
4306,15305,47,"Ortega, Jacquelyn",Bachelors,Management
4307,15306,255,"Sanchez, Victoria",Bachelors,Management
4308,15307,71,"Garcia, Jennifer",Bachelors,Management
4309,15308,45,"Lal, Christy",Bachelors,Management
4310,15309,47,"Wilson, Dylan",Bachelors,Management
4312,15311,281,"Thompson, Brandon",Bachelors,Management
4313,15312,74,"Gonzales, Alexandria",Bachelors,Management
4314,15313,203,"Morris, Garrett",Bachelors,Management
4315,15314,83,"Torres, Eduardo",Bachelors,Management
4316,15315,275,"Bennett, Katherine",Bachelors,Management
4317,15316,59,"Harris, Alexis",Bachelors,Management
4318,15317,48,"Jenkins, Rachel",Bachelors,Management
4319,15318,198,"Watson, Grace",Bachelors,Management
4320,15319,57,"Sanchez, Jade",Bachelors,Management
4321,15320,274,"Brooks, Eduardo",Bachelors,Management
4322,15321,62,"Phillips, Blake",Bachelors,Management
4323,15322,284,"Green, Evan",Bachelors,Management
4325,15324,182,"Serrano, Renee",High School,Professional
4326,15325,272,"Hayes, Elijah",Partial College,Professional
4327,15326,53,"Zheng, Todd",Partial College,Professional
4328,15327,58,"Hernandez, Paula",Bachelors,Management
4329,15328,80,"Jackson, Fernando",Bachelors,Management
4330,15329,85,"Cox, Brianna",Bachelors,Management
4331,15330,257,"Richardson, Catherine",Partial College,Professional
4332,15331,199,"Taylor, Jacob",Partial College,Professional
4333,15332,276,"Sharma, Jason",Partial College,Professional
4334,15333,47,"Diaz, Marie",Bachelors,Management
4336,15335,274,"Patterson, Emily",Partial College,Professional
4337,15336,48,"Garcia, Marco",Partial College,Professional
4338,15337,53,"Gonzales, Rachel",Partial College,Professional
4339,15338,216,"Navarro, Marie",Partial College,Professional
4340,15339,62,"Zhang, Noah",Partial College,Professional
4342,15341,57,"Deng, Lacey",Partial College,Professional
4343,15342,57,"Raji, Ashlee",Partial College,Professional
4344,15343,67,"Barnes, Carson",Partial College,Professional
4345,15344,77,"Russell, Luke",Partial College,Professional
4346,15345,82,"Perry, Ashley",Partial College,Professional
4347,15346,84,"Rodriguez, Charles",Partial College,Professional
4348,15347,44,"Alonso, Deanna",High School,Professional
4349,15348,281,"Carter, Greg",Partial College,Professional
4350,15349,86,"Gonzalez, Stephanie",Partial College,Professional
4351,15350,257,"Serrano, Kathleen",Partial College,Professional
4352,15351,258,"Lu, Steve",Partial College,Professional
4353,15352,11,"Martinez, Raymond",Bachelors,Management
4357,15356,15,"Jai, Dawn",Partial High School,Professional
4358,15357,20,"Navarro, Craig",Partial High School,Professional
4359,15358,76,"Sanders, Danielle",Graduate Degree,Management
4360,15359,261,"Yang, Logan",Graduate Degree,Management
4361,15360,47,"Martin, Ryan",Graduate Degree,Management
4362,15361,83,"Gonzales, Thomas",Graduate Degree,Management
4365,15364,196,"Bryant, Aidan",Partial College,Professional
4366,15365,63,"Gray, Victoria",Bachelors,Management
4367,15366,69,"Coleman, Alyssa",Graduate Degree,Management
4368,15367,203,"White, Alyssa",Partial College,Professional
4369,15368,46,"Martin, Brandi",Bachelors,Management
4370,15369,258,"Perez, Connor",Partial College,Professional
4371,15370,200,"Butler, Jessica",Partial College,Professional
4372,15371,284,"Bryant, Cameron",Partial College,Professional
4373,15372,257,"Alexander, Miguel",Partial College,Professional
4374,15373,262,"Jones, Kaitlyn",Graduate Degree,Management
4380,15379,80,"Griffin, Amanda",Bachelors,Management
4381,15380,267,"Robinson, Nathan",Partial College,Professional
4382,15381,271,"Howard, Alexa",Partial College,Professional
4383,15382,45,"Blue, Kimberly",Bachelors,Management
4384,15383,68,"Rivera, Charles",Bachelors,Management
4385,15384,196,"Alan, Xavier",Partial College,Professional
4386,15385,200,"Reed, Destiny",High School,Professional
4387,15386,275,"Taylor, Nicholas",High School,Professional
4388,15387,53,"Rodriguez, Miguel",Partial College,Professional
4389,15388,60,"Smith, Victoria",Bachelors,Management
4390,15389,77,"King, Joan",Bachelors,Management
4391,15390,203,"Turner, Jonathan",High School,Professional
4393,15392,86,"Brown, Sydney",Partial High School,Skilled Manual
4394,15393,45,"Ruiz, Rebekah",Graduate Degree,Management
4398,15397,47,"Tang, Karl",Partial College,Professional
4399,15398,76,"Wang, Jose",Partial College,Professional
4412,15411,48,"Chandra, Jay",Graduate Degree,Management
4413,15412,58,"Griffin, Ryan",Graduate Degree,Management
4415,15414,46,"Richardson, Isaac",Graduate Degree,Management
4416,15415,279,"Gray, Rachel",Graduate Degree,Management
4417,15416,201,"Barnes, Edward",Graduate Degree,Management
4418,15417,53,"Lu, Alvin",Graduate Degree,Management
4420,15419,198,"Baker, Carlos",Bachelors,Management
4421,15420,265,"Hernandez, Nathan",Bachelors,Management
4422,15421,275,"Clark, Cameron",Bachelors,Management
4423,15422,205,"Griffin, Kelly",High School,Skilled Manual
4424,15423,284,"Long, Jack",High School,Skilled Manual
4425,15424,46,"Hill, Rebecca",Partial College,Skilled Manual
4428,15427,80,"Murphy, Jade",Partial College,Skilled Manual
4429,15428,85,"Howard, Richard",Partial College,Skilled Manual
4430,15429,87,"Li, Aaron",Partial College,Skilled Manual
4431,15430,258,"Jiménez, Alfredo",Partial College,Skilled Manual
4432,15431,45,"Jackson, John",Partial College,Skilled Manual
4433,15432,56,"Kumar, Alvin",Partial College,Skilled Manual
